date,zone,aqi,pm25_ugm3,pm10_ugm3,population
2026-05-16,Ennore,110,54,95,105000
2026-05-16,Kodungaiyur,129,73,120,90000
2026-05-16,Central,106,67,145,520000
2026-05-16,South,125,86,125,410000
2026-05-17,Manali,84,40,90,130000
2026-05-17,Ennore,103,59,115,105000
2026-05-17,Kodungaiyur,122,53,95,90000
2026-05-17,Central,141,72,120,520000
2026-05-17,South,118,91,145,410000
2026-05-18,Manali,77,45,110,130000
2026-05-18,Ennore,96,64,90,105000
2026-05-18,Kodungaiyur,115,58,115,90000
2026-05-18,Central,134,77,140,520000
2026-05-18,South,153,71,120,410000
2026-05-19,Manali,70,50,85,130000
2026-05-19,Ennore,89,44,110,105000
2026-05-19,Kodungaiyur,108,63,135,90000
2026-05-19,Central,127,82,115,520000
2026-05-19,South,146,76,140,410000
2026-05-20,Manali,105,55,105,130000
2026-05-20,Ennore,82,49,85,105000
2026-05-20,Kodungaiyur,101,68,110,90000
2026-05-20,Central,120,62,135,520000
2026-05-20,South,139,81,160,410000
2026-05-21,Manali,98,35,80,130000
2026-05-21,Ennore,117,54,105,105000
2026-05-21,Kodungaiyur,94,73,130,90000
2026-05-21,Central,113,67,110,520000
2026-05-21,South,132,86,135,410000
2026-05-22,Manali,91,40,100,130000
2026-05-22,Ennore,110,59,125,105000
2026-05-22,Kodungaiyur,129,53,105,90000
2026-05-22,Central,106,72,130,520000
2026-05-22,South,125,91,155,410000
2026-05-23,Manali,84,45,75,130000
2026-05-23,Ennore,103,64,100,105000
2026-05-23,Kodungaiyur,122,58,125,90000
2026-05-23,Central,141,77,150,520000
2026-05-23,South,118,71,130,410000
2026-05-24,Manali,77,50,95,130000
2026-05-24,Ennore,96,44,120,105000
2026-05-24,Kodungaiyur,115,63,100,90000
2026-05-24,Central,134,82,125,520000
2026-05-24,South,153,76,150,410000
2026-05-25,Manali,70,55,70,130000
2026-05-25,Ennore,89,49,95,105000
2026-05-25,Kodungaiyur,108,68,120,90000
2026-05-25,Central,127,62,145,520000
2026-05-25,South,146,81,125,410000
2026-05-26,Manali,105,35,90,130000
2026-05-26,Ennore,82,54,115,105000
2026-05-26,Kodungaiyur,101,73,95,90000
2026-05-26,Central,120,67,120,520000
2026-05-26,South,139,86,145,410000
2026-05-27,Manali,98,40,110,130000
2026-05-27,Ennore,117,59,90,105000
2026-05-27,Kodungaiyur,94,53,115,90000
2026-05-27,Central,113,72,140,520000
2026-05-27,South,132,91,120,410000
2026-05-28,Manali,91,45,85,130000
2026-05-28,Ennore,110,64,110,105000
2026-05-28,Kodungaiyur,129,58,135,90000
2026-05-28,Central,106,77,115,520000
2026-05-28,South,125,71,140,410000
2026-05-29,Manali,84,50,105,130000
2026-05-29,Ennore,103,44,85,105000
2026-05-29,Kodungaiyur,122,63,110,90000
2026-05-29,Central,141,82,135,520000
2026-05-29,South,118,76,160,410000
2026-05-30,Manali,77,55,80,130000
2026-05-30,Ennore,96,49,105,105000
2026-05-30,Kodungaiyur,115,68,130,90000
2026-05-30,Central,134,62,110,520000
2026-05-30,South,153,81,135,410000
2026-05-31,Manali,70,35,100,130000
2026-05-31,Ennore,89,54,125,105000
2026-05-31,Kodungaiyur,108,73,105,90000
2026-05-31,Central,127,67,130,520000
2026-05-31,South,146,86,155,410000
2026-06-01,Manali,105,40,75,130000
2026-06-01,Ennore,82,59,100,105000
2026-06-01,Kodungaiyur,101,53,125,90000
2026-06-01,Central,120,72,150,520000
2026-06-01,South,139,91,130,410000
2026-06-02,Manali,98,45,95,130000
2026-06-02,Ennore,117,64,120,105000
2026-06-02,Kodungaiyur,94,58,100,90000
2026-06-02,Central,113,77,125,520000
2026-06-02,South,132,71,150,410000
2026-06-03,Manali,91,50,70,130000
2026-06-03,Ennore,110,44,95,105000
2026-06-03,Kodungaiyur,129,63,120,90000
2026-06-03,Central,106,82,145,520000
2026-06-03,South,125,76,125,410000
2026-06-04,Manali,84,55,90,130000
2026-06-04,Ennore,103,49,115,105000
2026-06-04,Kodungaiyur,122,68,95,90000
2026-06-04,Central,141,62,120,520000
2026-06-04,South,118,81,145,410000
2026-06-05,Manali,77,35,110,130000
2026-06-05,Ennore,96,54,90,105000
2026-06-05,Kodungaiyur,115,73,115,90000
2026-06-05,Central,134,67,140,520000
2026-06-05,South,153,86,120,410000
2026-06-06,Manali,70,40,85,130000
2026-06-06,Ennore,89,59,110,105000
2026-06-06,Kodungaiyur,108,53,135,90000
2026-06-06,Central,127,72,115,520000
2026-06-06,South,146,91,140,410000
2026-06-07,Manali,105,45,105,130000
2026-06-07,Ennore,82,64,85,105000
2026-06-07,Kodungaiyur,101,58,110,90000
2026-06-07,Central,120,77,135,520000
2026-06-07,South,139,71,160,410000
2026-06-08,Manali,98,50,80,130000
2026-06-08,Ennore,117,44,105,105000
2026-06-08,Kodungaiyur,94,63,130,90000
2026-06-08,Central,113,82,110,520000
2026-06-08,South,132,76,135,410000
2026-06-09,Manali,91,55,100,130000
2026-06-09,Ennore,110,49,125,105000
2026-06-09,Kodungaiyur,129,68,105,90000
2026-06-09,Central,106,62,130,520000
2026-06-09,South,125,81,155,410000
2026-06-10,Manali,84,35,75,130000
2026-06-10,Ennore,103,54,100,105000
2026-06-10,Kodungaiyur,122,73,125,90000
2026-06-10,Central,141,67,150,520000
2026-06-10,South,118,86,130,410000
2026-06-11,Manali,77,40,95,130000
2026-06-11,Ennore,96,59,120,105000
2026-06-11,Kodungaiyur,115,53,100,90000
2026-06-11,Central,134,72,125,520000
2026-06-11,South,153,91,150,410000
2026-06-12,Manali,70,45,70,130000
2026-06-12,Ennore,89,64,95,105000
2026-06-12,Kodungaiyur,108,58,120,90000
2026-06-12,Central,127,77,145,520000
2026-06-12,South,146,71,125,410000
2026-06-13,Manali,105,50,90,130000
2026-06-13,Ennore,82,44,115,105000
2026-06-13,Kodungaiyur,101,63,95,90000
2026-06-13,Central,120,82,120,520000
2026-06-13,South,139,76,145,410000
2026-06-14,Manali,98,55,110,130000
2026-06-14,Ennore,117,49,90,105000
2026-06-14,Kodungaiyur,94,68,115,90000
2026-06-14,Central,113,62,140,520000
2026-06-14,South,132,81,120,410000
2026-06-15,Manali,91,35,85,130000
2026-06-15,Ennore,110,54,110,105000
2026-06-15,Kodungaiyur,129,73,135,90000
2026-06-15,Central,106,67,115,520000
2026-06-15,South,125,86,140,410000
2026-06-16,Manali,84,40,105,130000
2026-06-16,Ennore,103,59,85,105000
2026-06-16,Kodungaiyur,122,53,110,90000
2026-06-16,Central,141,72,135,520000
2026-06-16,South,118,91,160,410000
2026-06-17,Manali,77,45,80,130000
2026-06-17,Ennore,96,64,105,105000
2026-06-17,Kodungaiyur,115,58,130,90000
2026-06-17,Central,134,77,110,520000
2026-06-17,South,153,71,135,410000
2026-06-18,Manali,70,50,100,130000
2026-06-18,Ennore,89,44,125,105000
2026-06-18,Kodungaiyur,108,63,105,90000
2026-06-18,Central,127,82,130,520000
2026-06-18,South,146,76,155,410000
2026-06-19,Manali,105,55,75,130000
2026-06-19,Ennore,82,49,100,105000
2026-06-19,Kodungaiyur,101,68,125,90000
2026-06-19,Central,120,62,150,520000
2026-06-19,South,139,81,130,410000
2026-06-20,Manali,98,35,95,130000
2026-06-20,Ennore,117,54,120,105000
2026-06-20,Kodungaiyur,94,73,100,90000
2026-06-20,Central,113,67,125,520000
2026-06-20,South,132,86,150,410000
2026-06-21,Manali,91,40,70,130000
2026-06-21,Ennore,110,59,95,105000
2026-06-21,Kodungaiyur,129,53,120,90000
2026-06-21,Central,106,72,145,520000
2026-06-21,South,125,91,125,410000
2026-06-22,Manali,84,45,90,130000
2026-06-22,Ennore,103,64,115,105000
2026-06-22,Kodungaiyur,122,58,95,90000
2026-06-22,Central,141,77,120,520000
2026-06-22,South,118,71,145,410000
2026-06-23,Manali,77,50,110,130000
2026-06-23,Ennore,96,44,90,105000
2026-06-23,Kodungaiyur,115,63,115,90000
2026-06-23,Central,134,82,140,520000
2026-06-23,South,153,76,120,410000
2026-06-24,Manali,70,55,85,130000
2026-06-24,Ennore,89,49,110,105000
2026-06-24,Kodungaiyur,108,68,135,90000
2026-06-24,Central,127,62,115,520000
2026-06-24,South,146,81,140,410000
2026-06-25,Manali,105,35,105,130000
2026-06-25,Ennore,82,54,85,105000
2026-06-25,Kodungaiyur,101,73,110,90000
2026-06-25,Central,120,67,135,520000
2026-06-25,South,139,86,160,410000
2026-06-26,Manali,98,40,80,130000
2026-06-26,Ennore,117,59,105,105000
2026-06-26,Kodungaiyur,94,53,130,90000
2026-06-26,Central,113,72,110,520000
2026-06-26,South,132,91,135,410000
2026-06-27,Manali,91,45,100,130000
2026-06-27,Ennore,110,64,125,105000
2026-06-27,Kodungaiyur,129,58,105,90000
2026-06-27,Central,106,77,130,520000
2026-06-27,South,125,71,155,410000
2026-06-28,Manali,84,50,75,130000
2026-06-28,Ennore,103,44,100,105000
2026-06-28,Kodungaiyur,122,63,125,90000
2026-06-28,Central,141,82,150,520000
2026-06-28,South,118,76,130,410000
2026-06-29,Manali,77,55,95,130000
2026-06-29,Ennore,96,49,120,105000
2026-06-29,Kodungaiyur,115,68,100,90000
2026-06-29,Central,134,62,125,520000
2026-06-29,South,153,81,150,410000
